Timestamp,Traffic Volume (Mbps),Network Latency (ms),Throughput (Mbps),Packet Loss (%),Signal Strength (dBm),Resource Allocation (%),Handover Success (0/1)
2025-01-27 18:05:46,3.0,28.0,20.0,1.84,-68.0,66.0,0
2025-01-27 18:05:47,5.016,22.0,45.0,1.46,-72.0,77.0,1
2025-01-27 18:05:48,3.792,25.0,41.0,2.06,-83.0,68.0,0
2025-01-27 18:05:49,6.968,34.0,33.0,0.89,-90.0,78.0,0
2025-01-27 18:05:50,4.664,15.0,23.0,1.61,-88.0,82.0,1
2025-01-27 18:05:51,2.368,33.0,10.0,1.38,-67.0,58.0,1
2025-01-27 18:05:52,3.472,38.0,10.0,1.39,-68.0,76.0,0
2025-01-27 18:05:53,4.488,17.0,26.0,1.76,-76.0,55.0,0
2025-01-27 18:05:54,5.008,10.0,22.0,0.94,-84.0,88.0,0
2025-01-27 18:05:55,1.76,32.0,12.0,0.61,-80.0,51.0,1
2025-01-27 18:05:56,6.632,43.0,34.0,2.24,-66.0,88.0,1
2025-01-27 18:05:57,6.848,39.0,48.0,1.54,-90.0,68.0,1
2025-01-27 18:05:58,5.816,20.0,17.0,0.16,-63.0,73.0,1
2025-01-27 18:05:59,1.536,47.0,41.0,1.83,-63.0,85.0,0
2025-01-27 18:06:00,3.624,28.0,44.0,2.22,-66.0,81.0,1
2025-01-27 18:06:01,3.688,40.0,40.0,0.45,-87.0,76.0,0
2025-01-27 18:06:02,4.272,12.0,46.0,0.51,-67.0,54.0,1
2025-01-27 18:06:03,6.032,11.0,48.0,2.99,-62.0,53.0,1
2025-01-27 18:06:04,2.944,35.0,11.0,2.17,-87.0,52.0,1
2025-01-27 18:06:05,1.208,41.0,30.0,1.9,-82.0,70.0,1
2025-01-27 18:06:06,3.696,30.0,42.0,0.32,-76.0,73.0,0
2025-01-27 18:06:07,5.336,45.0,29.0,1.91,-66.0,75.0,0
2025-01-27 18:06:08,5.976,11.0,27.0,2.4,-89.0,57.0,1
2025-01-27 18:06:09,6.744,39.0,22.0,2.06,-71.0,82.0,1
2025-01-27 18:06:10,5.8,23.0,17.0,2.51,-64.0,82.0,0
2025-01-27 18:06:11,2.144,41.0,46.0,0.75,-67.0,86.0,1
2025-01-27 18:06:12,7.152,29.0,18.0,0.8,-62.0,66.0,1
2025-01-27 18:06:13,5.504,33.0,28.0,1.09,-79.0,73.0,0
2025-01-27 18:06:14,4.272,48.0,45.0,0.19,-79.0,86.0,1
2025-01-27 18:06:15,2.448,23.0,41.0,0.29,-73.0,67.0,0
2025-01-27 18:06:16,7.312,46.0,20.0,2.92,-83.0,81.0,1
2025-01-27 18:06:17,2.592,45.0,40.0,1.85,-62.0,60.0,0
2025-01-27 18:06:18,1.552,23.0,27.0,1.36,-84.0,66.0,0
2025-01-27 18:06:19,5.024,21.0,14.0,1.52,-65.0,60.0,1
2025-01-27 18:06:20,3.056,24.0,45.0,1.13,-69.0,84.0,0
2025-01-27 18:06:21,4.72,42.0,15.0,0.32,-77.0,61.0,0
2025-01-27 18:06:22,4.896,13.0,34.0,2.78,-70.0,67.0,1
2025-01-27 18:06:23,3.168,11.0,46.0,0.3,-72.0,80.0,1
2025-01-27 18:06:24,3.056,20.0,36.0,1.29,-75.0,50.0,1
2025-01-27 18:06:25,1.312,29.0,42.0,1.7,-64.0,55.0,0
2025-01-27 18:06:26,4.416,22.0,39.0,1.85,-89.0,89.0,1
2025-01-27 18:06:27,1.8,46.0,29.0,0.65,-63.0,73.0,0
2025-01-27 18:06:28,7.576,15.0,44.0,1.77,-78.0,78.0,0
2025-01-27 18:06:29,3.184,17.0,26.0,0.63,-63.0,65.0,1
2025-01-27 18:06:30,2.144,48.0,32.0,0.61,-70.0,74.0,1
2025-01-27 18:06:31,1.432,23.0,49.0,0.76,-76.0,72.0,0
2025-01-27 18:06:32,4.088,35.0,17.0,0.51,-80.0,77.0,1
2025-01-27 18:06:33,1.136,41.0,19.0,1.66,-86.0,57.0,0
2025-01-27 18:06:34,6.136,39.0,29.0,1.01,-77.0,79.0,1
2025-01-27 18:06:35,3.584,13.0,17.0,1.01,-82.0,62.0,0
2025-01-27 18:06:36,1.008,48.0,23.0,1.86,-66.0,87.0,0
2025-01-27 18:06:37,2.664,40.0,42.0,1.18,-71.0,86.0,1
2025-01-27 18:06:38,5.704,39.0,12.0,1.7,-70.0,87.0,1
2025-01-27 18:06:39,6.528,43.0,18.0,2.9,-61.0,62.0,1
2025-01-27 18:06:40,3.64,15.0,27.0,0.8,-66.0,68.0,0
2025-01-27 18:06:41,0.928,37.0,49.0,1.39,-87.0,72.0,0
2025-01-27 18:06:42,3.0,23.0,17.0,0.53,-61.0,64.0,1
2025-01-27 18:06:43,5.376,41.0,24.0,1.94,-66.0,89.0,0
2025-01-27 18:06:44,2.816,28.0,27.0,0.69,-63.0,81.0,1
2025-01-27 18:06:45,5.808,33.0,42.0,0.11,-62.0,55.0,1
2025-01-27 18:06:46,5.4,22.0,24.0,2.73,-86.0,81.0,0
2025-01-27 18:06:47,6.656,40.0,13.0,2.29,-71.0,89.0,0
2025-01-27 18:06:48,0.952,38.0,42.0,0.93,-72.0,56.0,1
2025-01-27 18:06:49,4.976,11.0,19.0,1.07,-88.0,60.0,1
2025-01-27 18:06:50,6.216,46.0,20.0,1.74,-83.0,81.0,0
2025-01-27 18:06:51,2.512,44.0,35.0,1.28,-72.0,67.0,1
2025-01-27 18:06:52,3.928,14.0,10.0,0.1,-65.0,80.0,0
2025-01-27 18:06:53,7.824,17.0,20.0,1.34,-62.0,52.0,1
2025-01-27 18:06:54,6.448,18.0,20.0,2.74,-74.0,52.0,0
2025-01-27 18:06:55,3.248,18.0,47.0,1.95,-80.0,50.0,0
2025-01-27 18:06:56,6.984,35.0,11.0,0.4,-80.0,68.0,0
2025-01-27 18:06:57,3.912,27.0,28.0,1.71,-80.0,63.0,1
2025-01-27 18:06:58,7.0,17.0,26.0,2.45,-81.0,65.0,1
2025-01-27 18:06:59,5.096,13.0,16.0,0.43,-72.0,58.0,0
2025-01-27 18:07:00,3.064,49.0,31.0,0.17,-84.0,72.0,1
2025-01-27 18:07:01,3.232,35.0,32.0,0.13,-87.0,89.0,0
2025-01-27 18:07:02,2.984,44.0,42.0,2.48,-76.0,51.0,1
2025-01-27 18:07:03,1.976,24.0,31.0,1.72,-85.0,51.0,1
2025-01-27 18:07:04,2.064,34.0,41.0,0.21,-76.0,85.0,0
2025-01-27 18:07:05,2.736,45.0,33.0,0.31,-65.0,62.0,1
2025-01-27 18:07:06,1.048,16.0,24.0,2.07,-65.0,68.0,1
2025-01-27 18:07:07,4.24,47.0,45.0,0.35,-79.0,74.0,0
2025-01-27 18:07:08,4.512,39.0,17.0,2.77,-67.0,79.0,0
2025-01-27 18:07:09,2.512,46.0,14.0,2.53,-70.0,77.0,1
2025-01-27 18:07:10,7.472,44.0,17.0,0.53,-90.0,86.0,1
2025-01-27 18:07:11,3.408,40.0,25.0,1.6,-86.0,62.0,1
2025-01-27 18:07:12,4.04,33.0,41.0,2.39,-75.0,73.0,1
2025-01-27 18:07:13,2.384,25.0,12.0,2.31,-88.0,52.0,1
2025-01-27 18:07:14,1.264,27.0,35.0,2.64,-86.0,87.0,0
2025-01-27 18:07:15,1.552,13.0,39.0,1.19,-75.0,86.0,0
2025-01-27 18:07:16,1.128,26.0,37.0,2.84,-79.0,64.0,0
2025-01-27 18:07:17,2.808,20.0,37.0,0.31,-82.0,55.0,0
2025-01-27 18:07:18,7.848,24.0,39.0,0.73,-73.0,50.0,1
2025-01-27 18:07:19,7.048,40.0,22.0,0.52,-87.0,84.0,1
2025-01-27 18:07:20,1.792,20.0,48.0,2.88,-76.0,62.0,0
2025-01-27 18:07:21,4.432,20.0,49.0,2.34,-75.0,89.0,0
2025-01-27 18:07:22,5.712,28.0,37.0,2.55,-77.0,66.0,1
2025-01-27 18:07:23,1.92,11.0,49.0,2.46,-73.0,74.0,1
2025-01-27 18:07:24,4.496,39.0,32.0,1.08,-69.0,60.0,1
2025-01-27 18:07:25,1.24,10.0,29.0,2.16,-71.0,83.0,1
2025-01-27 18:07:26,3.2,23.0,28.0,2.1,-78.0,88.0,0
2025-01-27 18:07:27,1.128,13.0,28.0,0.21,-62.0,50.0,1
2025-01-27 18:07:28,4.696,39.0,45.0,2.32,-64.0,57.0,0
2025-01-27 18:07:29,5.792,15.0,19.0,0.66,-69.0,64.0,0
2025-01-27 18:07:30,1.344,34.0,30.0,0.9,-81.0,62.0,1
2025-01-27 18:07:31,1.592,13.0,35.0,2.57,-63.0,72.0,1
2025-01-27 18:07:32,4.68,24.0,45.0,2.71,-89.0,70.0,1
2025-01-27 18:07:33,7.464,27.0,17.0,0.54,-73.0,60.0,1
2025-01-27 18:07:34,4.0,15.0,22.0,1.29,-71.0,88.0,0
2025-01-27 18:07:35,5.616,26.0,33.0,1.46,-79.0,56.0,0
2025-01-27 18:07:36,2.12,19.0,43.0,1.58,-88.0,59.0,1
2025-01-27 18:07:37,6.808,10.0,15.0,2.63,-81.0,72.0,1
2025-01-27 18:07:38,5.528,41.0,39.0,1.04,-61.0,82.0,0
2025-01-27 18:07:39,4.024,48.0,35.0,0.74,-67.0,76.0,1
2025-01-27 18:07:40,5.752,21.0,46.0,1.62,-87.0,81.0,1
2025-01-27 18:07:41,3.184,16.0,29.0,0.79,-76.0,77.0,0
2025-01-27 18:07:42,1.728,30.0,30.0,0.12,-77.0,54.0,1
2025-01-27 18:07:43,4.024,47.0,13.0,2.5,-83.0,50.0,1
2025-01-27 18:07:44,1.624,43.0,27.0,1.72,-77.0,82.0,1
2025-01-27 18:07:45,6.968,26.0,14.0,1.12,-71.0,64.0,1
2025-01-27 18:07:46,7.8,37.0,46.0,2.3,-71.0,80.0,1
2025-01-27 18:07:47,4.016,42.0,37.0,1.29,-68.0,85.0,1
2025-01-27 18:07:48,5.832,36.0,17.0,0.84,-81.0,51.0,1
2025-01-27 18:07:49,3.784,38.0,19.0,2.44,-75.0,85.0,1
2025-01-27 18:07:50,4.704,43.0,37.0,0.72,-75.0,89.0,1
2025-01-27 18:07:51,5.28,33.0,21.0,2.22,-64.0,61.0,1
2025-01-27 18:07:52,7.024,49.0,13.0,2.36,-69.0,71.0,1
2025-01-27 18:07:53,1.056,31.0,18.0,1.37,-69.0,67.0,0
2025-01-27 18:07:54,1.176,16.0,19.0,2.97,-61.0,77.0,0
2025-01-27 18:07:55,6.824,15.0,22.0,2.1,-77.0,62.0,0
2025-01-27 18:07:56,5.488,28.0,46.0,1.02,-74.0,79.0,1
2025-01-27 18:07:57,7.064,33.0,38.0,2.44,-79.0,89.0,1
2025-01-27 18:07:58,6.816,35.0,30.0,1.35,-72.0,85.0,1
2025-01-27 18:07:59,2.2,28.0,10.0,2.99,-67.0,75.0,0
2025-01-27 18:08:00,6.304,20.0,23.0,0.74,-79.0,54.0,1
2025-01-27 18:08:01,7.048,24.0,29.0,1.77,-79.0,81.0,0
2025-01-27 18:08:02,4.664,19.0,25.0,1.11,-83.0,66.0,0
2025-01-27 18:08:03,3.496,33.0,25.0,2.66,-73.0,88.0,1
2025-01-27 18:08:04,4.552,20.0,40.0,2.84,-80.0,65.0,1
2025-01-27 18:08:05,7.632,38.0,17.0,1.6,-67.0,52.0,0
2025-01-27 18:08:06,5.552,43.0,16.0,2.02,-86.0,62.0,1
2025-01-27 18:08:07,5.272,47.0,10.0,2.02,-70.0,75.0,1
2025-01-27 18:08:08,7.344,33.0,43.0,2.73,-68.0,63.0,0
2025-01-27 18:08:09,3.328,31.0,31.0,1.93,-87.0,76.0,1
2025-01-27 18:08:10,7.368,36.0,45.0,0.14,-68.0,64.0,0
2025-01-27 18:08:11,0.968,22.0,36.0,0.26,-64.0,85.0,1
2025-01-27 18:08:12,3.376,27.0,32.0,2.11,-73.0,63.0,0
2025-01-27 18:08:13,7.664,21.0,41.0,0.95,-71.0,73.0,1
2025-01-27 18:08:14,6.624,44.0,17.0,1.42,-80.0,70.0,1
2025-01-27 18:08:15,1.832,31.0,38.0,2.2,-78.0,56.0,1
2025-01-27 18:08:16,2.616,17.0,15.0,0.78,-61.0,57.0,0
2025-01-27 18:08:17,6.584,21.0,15.0,0.2,-69.0,82.0,0
2025-01-27 18:08:18,4.112,34.0,49.0,0.17,-73.0,52.0,0
2025-01-27 18:08:19,2.456,25.0,41.0,1.65,-70.0,56.0,1
2025-01-27 18:08:20,6.416,37.0,37.0,1.77,-78.0,54.0,1
2025-01-27 18:08:21,7.136,46.0,15.0,0.68,-65.0,84.0,0
2025-01-27 18:08:22,6.888,39.0,28.0,0.11,-73.0,68.0,0
2025-01-27 18:08:23,7.48,23.0,20.0,2.86,-71.0,83.0,1
2025-01-27 18:08:24,5.808,39.0,20.0,2.0,-77.0,70.0,1
2025-01-27 18:08:25,5.536,27.0,13.0,0.91,-72.0,52.0,0
2025-01-27 18:08:26,4.336,47.0,41.0,2.04,-82.0,68.0,1
2025-01-27 18:08:27,6.68,37.0,37.0,1.43,-67.0,79.0,0
2025-01-27 18:08:28,4.096,49.0,12.0,0.36,-81.0,54.0,1
2025-01-27 18:08:29,5.416,36.0,35.0,0.23,-62.0,89.0,1
2025-01-27 18:08:30,7.048,25.0,39.0,2.6,-80.0,83.0,1
2025-01-27 18:08:31,5.4,30.0,28.0,0.98,-79.0,60.0,1
2025-01-27 18:08:32,5.248,23.0,38.0,2.06,-63.0,51.0,0
2025-01-27 18:08:33,6.008,10.0,26.0,0.43,-90.0,52.0,0
2025-01-27 18:08:34,3.296,11.0,35.0,1.37,-69.0,62.0,1
2025-01-27 18:08:35,7.096,42.0,38.0,1.06,-90.0,60.0,0
2025-01-27 18:08:36,3.096,32.0,26.0,2.88,-78.0,81.0,0
2025-01-27 18:08:37,7.032,27.0,33.0,2.81,-84.0,54.0,0
2025-01-27 18:08:38,6.952,42.0,22.0,0.68,-78.0,55.0,0
2025-01-27 18:08:39,2.96,32.0,40.0,0.72,-61.0,65.0,1
2025-01-27 18:08:40,5.0,41.0,22.0,0.91,-76.0,59.0,0
2025-01-27 18:08:41,5.848,24.0,36.0,0.52,-90.0,88.0,0
2025-01-27 18:08:42,3.536,36.0,45.0,2.37,-70.0,51.0,0
2025-01-27 18:08:43,4.456,32.0,23.0,2.16,-81.0,63.0,0
2025-01-27 18:08:44,7.96,46.0,37.0,1.89,-65.0,69.0,1
2025-01-27 18:08:45,1.784,28.0,45.0,0.45,-77.0,59.0,0
2025-01-27 18:08:46,1.928,35.0,41.0,2.54,-72.0,62.0,1
2025-01-27 18:08:47,7.528,17.0,16.0,2.36,-68.0,80.0,0
2025-01-27 18:08:48,7.008,18.0,20.0,0.31,-77.0,67.0,1
2025-01-27 18:08:49,3.424,45.0,43.0,0.8,-81.0,70.0,1
2025-01-27 18:08:50,4.344,31.0,39.0,2.77,-61.0,84.0,0
2025-01-27 18:08:51,2.904,34.0,30.0,1.91,-77.0,50.0,1
2025-01-27 18:08:52,7.504,29.0,44.0,2.63,-68.0,63.0,1
2025-01-27 18:08:53,4.856,17.0,39.0,2.48,-75.0,64.0,1
2025-01-27 18:08:54,2.288,16.0,17.0,2.57,-68.0,86.0,0
2025-01-27 18:08:55,6.096,13.0,43.0,2.02,-89.0,70.0,0
2025-01-27 18:08:56,7.0,45.0,35.0,0.13,-69.0,68.0,0
2025-01-27 18:08:57,2.576,33.0,44.0,2.72,-71.0,75.0,1
2025-01-27 18:08:58,1.024,25.0,31.0,2.38,-82.0,56.0,0
2025-01-27 18:08:59,1.456,22.0,29.0,0.65,-89.0,54.0,0
2025-01-27 18:09:00,6.912,13.0,25.0,0.96,-84.0,56.0,1
2025-01-27 18:09:01,2.776,16.0,37.0,1.99,-82.0,84.0,0
2025-01-27 18:09:02,4.096,26.0,40.0,1.23,-89.0,80.0,0
2025-01-27 18:09:03,5.872,34.0,13.0,0.44,-75.0,87.0,0
2025-01-27 18:09:04,6.752,27.0,18.0,2.67,-76.0,64.0,0
2025-01-27 18:09:05,6.624,44.0,32.0,1.39,-70.0,72.0,0
2025-01-27 18:09:06,2.848,35.0,13.0,0.57,-73.0,87.0,0
2025-01-27 18:09:07,5.552,47.0,44.0,1.15,-85.0,74.0,1
2025-01-27 18:09:08,4.032,10.0,28.0,2.52,-88.0,87.0,1
2025-01-27 18:09:09,7.36,34.0,24.0,2.22,-90.0,76.0,1
2025-01-27 18:09:10,3.416,39.0,38.0,1.47,-76.0,53.0,1
2025-01-27 18:09:11,5.216,43.0,13.0,0.66,-77.0,62.0,0
2025-01-27 18:09:12,6.632,18.0,37.0,1.84,-68.0,67.0,1
2025-01-27 18:09:13,3.64,30.0,48.0,2.98,-80.0,88.0,0
2025-01-27 18:09:14,5.112,10.0,40.0,2.22,-83.0,80.0,0
2025-01-27 18:09:15,3.664,28.0,27.0,2.3,-83.0,67.0,0
2025-01-27 18:09:16,3.032,41.0,37.0,1.47,-87.0,64.0,1
2025-01-27 18:09:17,4.192,30.0,33.0,0.14,-67.0,63.0,0
2025-01-27 18:09:18,7.488,18.0,26.0,1.88,-64.0,67.0,0
2025-01-27 18:09:19,7.296,41.0,20.0,0.54,-78.0,64.0,1
2025-01-27 18:09:20,6.856,22.0,14.0,0.42,-77.0,50.0,0
2025-01-27 18:09:21,3.456,25.0,17.0,0.68,-68.0,85.0,1
2025-01-27 18:09:22,6.24,16.0,37.0,1.94,-86.0,76.0,0
2025-01-27 18:09:23,1.856,13.0,18.0,0.19,-68.0,73.0,1
2025-01-27 18:09:24,7.064,12.0,19.0,2.31,-67.0,76.0,1
2025-01-27 18:09:25,4.112,36.0,28.0,0.59,-86.0,79.0,0
2025-01-27 18:09:26,4.704,10.0,13.0,2.94,-83.0,61.0,1
2025-01-27 18:09:27,3.504,13.0,22.0,2.86,-68.0,79.0,0
2025-01-27 18:09:28,1.984,27.0,28.0,2.32,-82.0,74.0,1
2025-01-27 18:09:29,3.632,13.0,35.0,1.41,-65.0,65.0,0
2025-01-27 18:09:30,1.032,42.0,23.0,1.16,-68.0,87.0,1
2025-01-27 18:09:31,2.44,47.0,37.0,2.88,-79.0,73.0,0
2025-01-27 18:09:32,6.488,10.0,48.0,1.59,-72.0,86.0,0
2025-01-27 18:09:33,1.832,39.0,37.0,0.98,-68.0,87.0,0
2025-01-27 18:09:34,2.12,29.0,30.0,2.92,-61.0,58.0,1
2025-01-27 18:09:35,4.568,43.0,13.0,1.47,-79.0,76.0,1
2025-01-27 18:09:36,2.24,46.0,42.0,0.89,-77.0,62.0,1
2025-01-27 18:09:37,4.528,34.0,17.0,1.44,-83.0,62.0,0
2025-01-27 18:09:38,7.192,15.0,14.0,2.11,-65.0,58.0,0
2025-01-27 18:09:39,1.984,39.0,41.0,2.04,-69.0,50.0,1
2025-01-27 18:09:40,1.728,36.0,34.0,1.56,-71.0,83.0,1
2025-01-27 18:09:41,1.04,18.0,24.0,2.08,-68.0,52.0,0
2025-01-27 18:09:42,7.96,25.0,46.0,0.14,-81.0,65.0,1
2025-01-27 18:09:43,3.16,39.0,48.0,2.28,-78.0,60.0,1
2025-01-27 18:09:44,1.856,39.0,28.0,1.48,-81.0,83.0,0
2025-01-27 18:09:45,1.632,48.0,23.0,1.67,-78.0,77.0,0
2025-01-27 18:09:46,2.256,32.0,32.0,1.2,-61.0,54.0,0
2025-01-27 18:09:47,1.848,42.0,31.0,2.02,-62.0,50.0,0
2025-01-27 18:09:48,3.696,25.0,44.0,0.9,-73.0,60.0,0
2025-01-27 18:09:49,5.416,28.0,10.0,0.75,-62.0,85.0,1
2025-01-27 18:09:50,3.832,25.0,43.0,1.71,-83.0,72.0,1
2025-01-27 18:09:51,1.024,35.0,12.0,0.13,-83.0,71.0,1
2025-01-27 18:09:52,3.28,16.0,41.0,1.55,-64.0,81.0,0
2025-01-27 18:09:53,5.272,44.0,23.0,2.53,-77.0,77.0,0
2025-01-27 18:09:54,2.544,11.0,34.0,2.13,-90.0,54.0,0
2025-01-27 18:09:55,0.872,41.0,25.0,1.6,-77.0,88.0,1
2025-01-27 18:09:56,7.976,23.0,34.0,2.66,-80.0,86.0,1
2025-01-27 18:09:57,7.944,43.0,40.0,2.3,-83.0,89.0,1
2025-01-27 18:09:58,4.048,24.0,34.0,1.54,-72.0,75.0,0
2025-01-27 18:09:59,7.424,26.0,40.0,2.5,-67.0,71.0,0
2025-01-27 18:10:00,4.864,30.0,28.0,0.95,-64.0,56.0,0
2025-01-27 18:10:01,5.368,14.0,40.0,2.82,-84.0,72.0,0
2025-01-27 18:10:02,4.888,24.0,35.0,1.07,-73.0,65.0,1
2025-01-27 18:10:03,1.504,28.0,42.0,2.85,-62.0,69.0,1
2025-01-27 18:10:04,1.28,16.0,15.0,2.29,-64.0,83.0,1
2025-01-27 18:10:05,2.616,14.0,49.0,0.79,-88.0,75.0,0
2025-01-27 18:10:06,2.776,30.0,37.0,2.66,-67.0,75.0,1
2025-01-27 18:10:07,0.896,22.0,21.0,1.01,-73.0,67.0,1
2025-01-27 18:10:08,1.0,18.0,36.0,0.95,-63.0,68.0,0
2025-01-27 18:10:09,4.136,23.0,40.0,2.55,-66.0,74.0,0
2025-01-27 18:10:10,2.04,10.0,47.0,0.58,-90.0,66.0,1
2025-01-27 18:10:11,3.24,42.0,44.0,0.26,-76.0,87.0,0
2025-01-27 18:10:12,1.792,13.0,41.0,2.35,-81.0,87.0,1
2025-01-27 18:10:13,4.848,20.0,17.0,0.11,-82.0,60.0,1
2025-01-27 18:10:14,1.184,15.0,49.0,0.39,-82.0,78.0,0
2025-01-27 18:10:15,7.152,43.0,21.0,2.86,-78.0,68.0,1
2025-01-27 18:10:16,7.464,14.0,27.0,1.49,-62.0,70.0,1
2025-01-27 18:10:17,7.888,33.0,20.0,1.66,-67.0,84.0,1
2025-01-27 18:10:18,3.024,25.0,35.0,1.99,-76.0,73.0,0
2025-01-27 18:10:19,5.936,31.0,20.0,1.21,-67.0,83.0,1
2025-01-27 18:10:20,5.144,39.0,11.0,2.85,-68.0,68.0,0
2025-01-27 18:10:21,1.104,40.0,34.0,0.83,-84.0,55.0,0
2025-01-27 18:10:22,5.04,10.0,37.0,1.54,-64.0,79.0,1
2025-01-27 18:10:23,2.424,29.0,10.0,1.09,-72.0,63.0,0
2025-01-27 18:10:24,2.192,29.0,40.0,0.29,-87.0,68.0,0
2025-01-27 18:10:25,1.952,32.0,27.0,2.2,-72.0,70.0,1
2025-01-27 18:10:26,4.08,36.0,43.0,0.71,-89.0,80.0,1
2025-01-27 18:10:27,1.4,45.0,46.0,0.58,-66.0,53.0,0
2025-01-27 18:10:28,7.88,17.0,39.0,2.73,-65.0,55.0,0
2025-01-27 18:10:29,5.36,16.0,16.0,2.9,-81.0,50.0,1
2025-01-27 18:10:30,5.88,19.0,22.0,2.72,-90.0,61.0,0
2025-01-27 18:10:31,5.44,45.0,42.0,0.81,-88.0,59.0,1
2025-01-27 18:10:32,2.912,15.0,13.0,0.34,-89.0,75.0,0
2025-01-27 18:10:33,6.056,32.0,25.0,2.41,-76.0,63.0,0
2025-01-27 18:10:34,4.76,16.0,45.0,1.84,-88.0,53.0,0
2025-01-27 18:10:35,5.088,16.0,13.0,1.62,-76.0,86.0,0
2025-01-27 18:10:36,5.392,48.0,36.0,2.27,-80.0,68.0,0
2025-01-27 18:10:37,6.992,26.0,29.0,1.73,-90.0,73.0,1
2025-01-27 18:10:38,4.048,37.0,37.0,1.36,-78.0,58.0,0
2025-01-27 18:10:39,3.824,16.0,42.0,1.58,-84.0,67.0,1
2025-01-27 18:10:40,3.72,23.0,41.0,0.73,-72.0,79.0,1
2025-01-27 18:10:41,3.184,14.0,34.0,2.68,-89.0,59.0,0
2025-01-27 18:10:42,7.584,45.0,30.0,2.82,-66.0,50.0,0
2025-01-27 18:10:43,2.808,16.0,34.0,2.2,-69.0,81.0,0
2025-01-27 18:10:44,2.304,26.0,47.0,0.94,-88.0,58.0,0
2025-01-27 18:10:45,7.64,32.0,10.0,2.45,-66.0,82.0,0
2025-01-27 18:10:46,6.408,49.0,36.0,1.2,-83.0,66.0,1
2025-01-27 18:10:47,1.48,24.0,38.0,2.22,-81.0,73.0,0
2025-01-27 18:10:48,7.688,16.0,45.0,1.78,-73.0,50.0,1
2025-01-27 18:10:49,4.504,15.0,33.0,1.65,-65.0,60.0,0
2025-01-27 18:10:50,1.888,18.0,11.0,0.28,-68.0,78.0,0
2025-01-27 18:10:51,3.352,28.0,48.0,1.03,-62.0,61.0,0
2025-01-27 18:10:52,7.984,16.0,43.0,1.6,-89.0,51.0,1
2025-01-27 18:10:53,5.408,39.0,42.0,1.13,-70.0,74.0,0
2025-01-27 18:10:54,1.992,11.0,29.0,0.71,-66.0,50.0,1
2025-01-27 18:10:55,7.176,15.0,35.0,1.49,-72.0,52.0,0
2025-01-27 18:10:56,4.6,34.0,13.0,2.12,-69.0,75.0,0
2025-01-27 18:10:57,3.704,21.0,29.0,2.61,-72.0,59.0,0
2025-01-27 18:10:58,7.864,28.0,16.0,0.23,-83.0,83.0,0
2025-01-27 18:10:59,3.136,27.0,31.0,1.45,-84.0,66.0,0
2025-01-27 18:11:00,6.184,37.0,43.0,2.7,-88.0,51.0,1
2025-01-27 18:11:01,4.464,31.0,39.0,2.74,-71.0,67.0,0
2025-01-27 18:11:02,2.088,26.0,38.0,0.55,-83.0,65.0,1
2025-01-27 18:11:03,2.864,16.0,34.0,2.25,-77.0,61.0,1
2025-01-27 18:11:04,7.68,23.0,35.0,2.2,-83.0,85.0,1
2025-01-27 18:11:05,5.112,25.0,43.0,0.15,-83.0,86.0,1
2025-01-27 18:11:06,6.664,45.0,36.0,2.9,-86.0,60.0,1
2025-01-27 18:11:07,4.336,18.0,23.0,2.39,-63.0,60.0,1
2025-01-27 18:11:08,5.768,13.0,30.0,2.4,-86.0,63.0,1
2025-01-27 18:11:09,3.232,32.0,46.0,0.84,-76.0,66.0,0
2025-01-27 18:11:10,2.216,29.0,33.0,2.73,-76.0,88.0,1
2025-01-27 18:11:11,3.568,45.0,34.0,0.89,-72.0,83.0,1
2025-01-27 18:11:12,7.48,48.0,37.0,1.05,-70.0,89.0,1
2025-01-27 18:11:13,2.728,12.0,24.0,2.34,-64.0,56.0,0
2025-01-27 18:11:14,4.984,36.0,16.0,2.84,-63.0,53.0,1
2025-01-27 18:11:15,1.72,22.0,42.0,2.0,-62.0,63.0,1
2025-01-27 18:11:16,6.968,20.0,23.0,1.99,-72.0,53.0,1
2025-01-27 18:11:17,1.064,38.0,34.0,0.12,-81.0,85.0,0
2025-01-27 18:11:18,1.952,19.0,44.0,0.65,-61.0,74.0,1
2025-01-27 18:11:19,2.816,21.0,24.0,2.74,-79.0,88.0,1
2025-01-27 18:11:20,1.592,49.0,26.0,2.18,-70.0,52.0,0
2025-01-27 18:11:21,5.616,18.0,14.0,1.79,-69.0,52.0,0
2025-01-27 18:11:22,7.448,11.0,46.0,0.13,-88.0,83.0,1
2025-01-27 18:11:23,6.488,28.0,36.0,0.63,-62.0,76.0,1
2025-01-27 18:11:24,2.656,12.0,31.0,2.23,-90.0,53.0,1
2025-01-27 18:11:25,1.984,20.0,44.0,2.84,-80.0,54.0,0
2025-01-27 18:11:26,4.456,38.0,10.0,0.65,-64.0,85.0,1
2025-01-27 18:11:27,5.072,11.0,28.0,2.35,-85.0,51.0,0
2025-01-27 18:11:28,6.032,33.0,20.0,0.16,-72.0,59.0,0
2025-01-27 18:11:29,3.696,24.0,39.0,0.18,-76.0,50.0,0
2025-01-27 18:11:30,2.632,40.0,49.0,0.49,-72.0,68.0,1
2025-01-27 18:11:31,4.96,41.0,48.0,2.56,-83.0,80.0,0
2025-01-27 18:11:32,7.776,15.0,47.0,0.77,-72.0,52.0,0
2025-01-27 18:11:33,5.616,18.0,20.0,0.45,-74.0,72.0,1
