Timestamp,Traffic Volume (Mbps),Network Latency (ms),Throughput (Mbps),Packet Loss (%),Signal Strength (dBm),Resource Allocation (%),Handover Success (0/1)
2025-01-27 18:14:24,2.368,49,28,1.32,-80,52,0
2025-01-27 18:14:25,5.8,46,26,0.94,-86,56,0
2025-01-27 18:14:26,4.64,38,32,2.64,-66,69,0
2025-01-27 18:14:27,7.416,31,13,1.79,-75,74,1
2025-01-27 18:14:28,7.752,48,48,0.53,-76,81,0
2025-01-27 18:14:29,1.48,48,35,1.15,-63,87,1
2025-01-27 18:14:30,5.76,21,14,2.8,-73,56,1
2025-01-27 18:14:31,4.472,46,41,0.3,-83,56,1
2025-01-27 18:14:32,4.392,25,29,1.66,-78,52,0
2025-01-27 18:14:33,6.944,43,27,0.56,-89,74,0
2025-01-27 18:14:34,5.352,37,13,1.23,-69,65,0
2025-01-27 18:14:35,4.808,44,33,2.66,-84,84,1
2025-01-27 18:14:36,0.848,39,21,2.98,-80,80,0
2025-01-27 18:14:37,1.728,38,37,1.16,-90,83,0
2025-01-27 18:14:38,6.2,41,16,0.36,-64,54,1
2025-01-27 18:14:39,4.08,25,30,0.58,-73,89,1
2025-01-27 18:14:40,7.6,45,30,1.27,-64,79,0
2025-01-27 18:14:41,4.696,39,15,0.68,-89,52,0
2025-01-27 18:14:42,5.72,19,23,2.6,-62,85,0
2025-01-27 18:14:43,2.688,26,19,0.17,-73,82,0
2025-01-27 18:14:44,1.216,46,35,1.14,-64,66,1
2025-01-27 18:14:45,7.032,34,26,0.84,-73,84,1
2025-01-27 18:14:46,6.232,47,30,1.22,-72,85,0
2025-01-27 18:14:47,1.144,22,20,2.0,-69,57,0
2025-01-27 18:14:48,2.312,45,44,1.93,-66,52,1
2025-01-27 18:14:49,6.008,18,24,0.33,-67,80,1
2025-01-27 18:14:50,7.008,47,34,0.29,-81,83,1
2025-01-27 18:14:51,1.056,25,14,0.15,-69,80,1
2025-01-27 18:14:52,7.4,37,15,0.88,-79,50,0
2025-01-27 18:14:53,7.432,41,30,0.68,-62,62,0
2025-01-27 18:14:54,3.032,38,13,0.58,-86,58,1
2025-01-27 18:14:55,3.712,21,23,0.24,-72,84,1
2025-01-27 18:14:56,4.784,21,24,2.69,-84,80,1
2025-01-27 18:14:57,0.968,15,36,2.0,-76,86,0
2025-01-27 18:14:58,0.984,12,40,0.82,-67,89,0
2025-01-27 18:14:59,2.44,13,11,2.08,-68,78,1
2025-01-27 18:15:00,2.64,27,21,1.73,-76,65,0
2025-01-27 18:15:01,7.352,36,39,0.81,-82,73,0
2025-01-27 18:15:02,2.464,19,30,1.6,-87,57,1
2025-01-27 18:15:03,7.144,39,12,0.86,-88,69,1
2025-01-27 18:15:04,3.112,30,43,1.1,-90,87,0
2025-01-27 18:15:05,4.224,30,12,1.54,-75,67,0
2025-01-27 18:15:06,6.568,11,46,2.51,-64,61,1
2025-01-27 18:15:07,1.592,24,33,1.82,-72,78,0
2025-01-27 18:15:08,4.472,23,46,0.73,-87,72,1
2025-01-27 18:15:09,3.32,32,13,0.77,-75,67,0
2025-01-27 18:15:10,5.808,32,49,0.87,-81,64,0
2025-01-27 18:15:11,5.488,16,28,1.9,-71,62,1
2025-01-27 18:15:12,1.384,45,27,1.5,-65,74,0
2025-01-27 18:15:13,6.88,23,12,0.37,-61,55,0
2025-01-27 18:15:14,4.264,19,11,0.75,-68,84,1
2025-01-27 18:15:15,2.44,15,26,1.5,-89,76,1
2025-01-27 18:15:16,1.216,45,24,0.25,-77,59,0
2025-01-27 18:15:17,3.16,36,37,2.17,-61,64,1
2025-01-27 18:15:18,7.048,19,20,2.63,-82,85,1
2025-01-27 18:15:19,4.72,46,26,0.31,-85,65,0
2025-01-27 18:15:20,5.168,41,24,0.33,-67,56,1
2025-01-27 18:15:21,1.624,29,30,2.94,-84,77,0
2025-01-27 18:15:22,2.216,47,37,2.84,-62,87,0
2025-01-27 18:15:23,6.248,18,11,0.86,-86,64,0
2025-01-27 18:15:24,4.976,35,12,1.35,-74,64,1
2025-01-27 18:15:25,2.432,17,46,2.46,-74,69,1
2025-01-27 18:15:26,1.64,15,26,2.45,-66,71,1
2025-01-27 18:15:27,5.192,29,36,0.81,-83,76,1
2025-01-27 18:15:28,1.856,40,22,0.33,-79,63,1
2025-01-27 18:15:29,4.312,30,25,2.36,-80,62,0
2025-01-27 18:15:30,3.032,19,45,2.91,-80,88,0
2025-01-27 18:15:31,3.928,42,27,2.94,-73,89,1
2025-01-27 18:15:32,7.648,13,16,2.74,-80,58,1
2025-01-27 18:15:33,3.288,11,12,1.56,-64,85,0
2025-01-27 18:15:34,4.432,43,20,2.49,-81,62,1
2025-01-27 18:15:35,5.392,48,35,1.97,-82,80,0
2025-01-27 18:15:36,5.296,25,28,2.74,-81,66,0
2025-01-27 18:15:37,4.064,16,23,1.24,-87,81,1
2025-01-27 18:15:38,1.944,10,20,1.2,-68,87,1
2025-01-27 18:15:39,5.888,41,44,0.5,-66,83,1
2025-01-27 18:15:40,6.208,23,43,0.8,-87,77,0
2025-01-27 18:15:41,1.76,11,28,1.14,-77,86,1
2025-01-27 18:15:42,6.648,18,43,1.47,-88,87,0
2025-01-27 18:15:43,5.496,24,11,1.61,-73,81,1
2025-01-27 18:15:44,1.904,40,27,1.79,-67,65,1
2025-01-27 18:15:45,6.536,22,31,2.46,-83,73,0
2025-01-27 18:15:46,7.624,43,35,2.78,-85,56,1
2025-01-27 18:15:47,2.512,46,49,1.25,-83,83,1
2025-01-27 18:15:48,7.928,12,23,0.11,-66,59,0
2025-01-27 18:15:49,1.84,10,31,1.12,-61,70,0
2025-01-27 18:15:50,2.256,48,49,2.66,-61,83,0
2025-01-27 18:15:51,1.288,10,34,1.91,-78,80,1
2025-01-27 18:15:52,5.664,12,24,1.83,-79,73,0
2025-01-27 18:15:53,5.064,40,12,1.63,-67,75,0
2025-01-27 18:15:54,2.96,40,20,2.18,-61,89,1
2025-01-27 18:15:55,2.44,14,25,0.37,-64,67,0
2025-01-27 18:15:56,2.6,34,32,0.82,-88,54,0
2025-01-27 18:15:57,7.448,15,48,0.51,-78,50,1
2025-01-27 18:15:58,5.272,12,17,0.26,-70,61,1
2025-01-27 18:15:59,1.792,32,21,2.77,-77,72,0
2025-01-27 18:16:00,1.88,26,37,1.97,-84,75,1
2025-01-27 18:16:01,2.472,42,30,1.98,-80,83,1
2025-01-27 18:16:02,3.68,19,11,2.74,-62,55,1
2025-01-27 18:16:03,6.16,23,43,0.12,-71,63,1
2025-01-27 18:16:04,1.696,22,34,0.28,-81,53,0
2025-01-27 18:16:05,3.856,11,47,2.77,-67,70,1
2025-01-27 18:16:06,3.816,26,15,2.86,-67,70,0
2025-01-27 18:16:07,7.688,11,40,0.24,-65,67,1
2025-01-27 18:16:08,2.568,28,30,1.26,-86,83,1
2025-01-27 18:16:09,5.784,41,41,2.58,-82,67,0
2025-01-27 18:16:10,0.848,22,12,0.23,-82,71,0
2025-01-27 18:16:11,3.592,19,33,0.76,-76,87,1
2025-01-27 18:16:12,7.6,23,33,2.58,-64,82,1
2025-01-27 18:16:13,4.528,16,28,0.38,-88,69,0
2025-01-27 18:16:14,7.448,31,17,0.11,-88,65,1
2025-01-27 18:16:15,6.112,16,28,1.38,-70,50,0
2025-01-27 18:16:16,1.224,34,19,0.74,-81,73,1
2025-01-27 18:16:17,3.336,41,13,0.96,-83,86,0
2025-01-27 18:16:18,3.952,33,41,0.89,-67,89,1
2025-01-27 18:16:19,4.184,27,41,1.51,-71,50,1
2025-01-27 18:16:20,4.68,35,43,0.49,-69,59,0
2025-01-27 18:16:21,5.808,46,46,1.52,-65,65,1
2025-01-27 18:16:22,7.744,26,11,2.69,-65,74,0
2025-01-27 18:16:23,7.616,18,26,1.28,-69,89,1
2025-01-27 18:16:24,7.52,41,27,2.82,-86,77,0
2025-01-27 18:16:25,2.36,28,30,0.59,-72,79,1
2025-01-27 18:16:26,6.0,40,42,2.42,-90,73,0
2025-01-27 18:16:27,3.6,28,23,0.72,-65,72,1
2025-01-27 18:16:28,4.352,28,32,1.72,-75,73,1
2025-01-27 18:16:29,1.688,30,45,2.47,-61,74,1
2025-01-27 18:16:30,1.968,49,17,2.23,-83,83,1
2025-01-27 18:16:31,1.688,27,41,2.36,-65,75,0
2025-01-27 18:16:32,4.168,33,10,2.64,-73,51,0
2025-01-27 18:16:33,3.96,14,18,1.56,-76,86,0
2025-01-27 18:16:34,3.48,38,20,1.88,-74,52,0
2025-01-27 18:16:35,6.584,46,30,0.99,-79,51,1
2025-01-27 18:16:36,5.328,26,18,0.75,-87,80,1
2025-01-27 18:16:37,2.472,34,33,0.19,-85,63,0
2025-01-27 18:16:38,6.088,16,39,1.37,-90,85,0
2025-01-27 18:16:39,2.32,40,42,1.61,-87,60,0
